entry_id,entry_name,question_id,question_name,answer,notes
1778,Le Conflit d'Adam et Eve contre Satan ou The first and the Second hidden book of Adam and Eve صراع آدم وحوّاء ضدّ الشيطان,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1781,المذهب الشيعي في تونس,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1783,The holy Kjeld of Viborg (younger text),8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1795,‘Adhwā‘ Al-Bayān fi ‘Idhāḥ Al-Qur‘ān bi Al-Qur‘ān: أضواء البيان في إيضاح القرآن بالقرآن,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1796,Annals of Quedlinburg,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,editorial decision
1812,The Prison Chronicle,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1816,The Zhen'gao,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1835,"The Cherubim and Seraphim Church of Zion, Ugbonla",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1845,Benedictine Order in Denmark,5174,The society to which the religious group belongs is best characterized as (please choose one):,A chiefdom,expert confirmed
1852,The Communion Letters by Whitley and Anne Strieber,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1871,Inana's descent to the nether world,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1875,"Jalal al-Din al-Suyuti, Perfect Guide to Qur'anic Studies (al-Itqan fi 'Ulum al-Qur'an)",8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1882,The Life of Severus,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1888,Communion By Whitley Strieber,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1908,"Buddhist Traders in the Chinese Quarter in Hakata, Japan",5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1924,The Deuteronomistic History,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
1938,Bahai religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,expert confirmed
1944,Cakawi [sic] Cam 1969,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1971,The Homeric Hymn to Demeter,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1972,Shepherding Movement,5174,The society to which the religious group belongs is best characterized as (please choose one):,A state,editorial decision
1973,The Homeric Hymn to Apollo,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1979,The Homeric Hymn to Hermes,8387,Society of religious group that produced the text is best characterized as:,A state,editorial decision
1993,Ancient Boeotians,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
1997,Hundred and eighty precepts of Lord Lao,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
1998,The Chinese Christian scroll Pelliot chinois 3847,8387,Society of religious group that produced the text is best characterized as:,An empire,editorial decision
2009,Ancient Arcadians,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
2028,Bulugh Al- Maram min Adillat Al- Ahkam,8387,Society of religious group that produced the text is best characterized as:,A chiefdom,expert confirmed
2038,"Cathars, Catharism, Albigenses, Albigensians, Cathari, Catharistae, ""Pure Christians""",5174,The society to which the religious group belongs is best characterized as (please choose one):,A tribe,expert confirmed
2094,Feathered Serpent's cult,5174,The society to which the religious group belongs is best characterized as (please choose one):,An empire,editorial decision
