entry_id,entrytag_id,entrytag_name,entrytag_level,entrytag_path,parent_entrytag_id
1062,1083,Early Chinese text,2,Text[1069]->Early Chinese text[1083],1069.0
1062,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
1062,1120,Canonical texts,2,Text[1069]->Canonical texts[1120],1069.0
1062,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1063,8,Religious Group,1,Religious Group[8],
1063,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1063,131,Confucian (rujia 儒家) Traditions,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],123.0
1063,1069,Text,1,Text[1069],
1063,1083,Early Chinese text,2,Text[1069]->Early Chinese text[1083],1069.0
1063,1120,Canonical texts,2,Text[1069]->Canonical texts[1120],1069.0
1063,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1065,8,Religious Group,1,Religious Group[8],
1065,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1065,856,Religious Place,1,Religious Place[856],
1065,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1067,8,Religious Group,1,Religious Group[8],
1067,1069,Text,1,Text[1069],
1067,1083,Early Chinese text,2,Text[1069]->Early Chinese text[1083],1069.0
1067,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
1067,1122,Guodian Strips,3,Text[1069]->Excavated text[1084]->Guodian Strips[1122],1084.0
1067,1123,Early Chinese Traditions,2,Religious Group[8]->Early Chinese Traditions[1123],8.0
1067,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1068,8,Religious Group,1,Religious Group[8],
1068,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1068,127,Chinese Folk Religions,3,Religious Group[8]->Chinese Religion[123]->Chinese Folk Religions[127],123.0
1068,128,Chinese State Religion,3,Religious Group[8]->Chinese Religion[123]->Chinese State Religion[128],123.0
1068,131,Confucian (rujia 儒家) Traditions,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],123.0
1068,134,Daoist Traditions,3,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134],123.0
1068,237,Chinese Christian Traditions,3,Religious Group[8]->Chinese Religion[123]->Chinese Christian Traditions[237],123.0
1068,244,Chinese Nestorian Traditions,3,Religious Group[8]->Chinese Religion[123]->Chinese Nestorian Traditions[244],123.0
1068,383,Chinese Buddhist Traditions,3,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383],123.0
1068,856,Religious Place,1,Religious Place[856],
1068,857,Monument,2,Religious Place[856]->Monument[857],856.0
1068,865,Temple,2,Religious Place[856]->Temple[865],856.0
1068,868,Altar,2,Religious Place[856]->Altar[868],856.0
1068,884,Forum,2,Religious Place[856]->Forum[884],856.0
1068,924,Open-Air Sanctuary,2,Religious Place[856]->Open-Air Sanctuary[924],856.0
1068,934,Shrines,2,Religious Place[856]->Shrines[934],856.0
1068,1003,Monastery,2,Religious Place[856]->Monastery[1003],856.0
1068,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1068,1068,City,2,Religious Place[856]->City[1068],856.0
1068,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1069,8,Religious Group,1,Religious Group[8],
1069,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1070,8,Religious Group,1,Religious Group[8],
1070,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1070,856,Religious Place,1,Religious Place[856],
1070,865,Temple,2,Religious Place[856]->Temple[865],856.0
1070,927,Religious Complex,2,Religious Place[856]->Religious Complex[927],856.0
1070,982,Greek Cult,2,Religious Group[8]->Greek Cult[982],8.0
1070,983,Mystery Religion,2,Religious Group[8]->Mystery Religion[983],8.0
1070,1098,Isiac Cults,3,Religious Group[8]->Egyptian Religions[20]->Isiac Cults[1098],20.0
1070,1100,Aegean,2,Religious Place[856]->Aegean[1100],856.0
1070,1126,Greece,2,Religious Place[856]->Greece[1126],856.0
1070,1127,Attica,3,Religious Place[856]->Greece[1126]->Attica[1127],1126.0
1070,1128,Marathon,3,Religious Place[856]->Greece[1126]->Marathon[1128],1126.0
1071,8,Religious Group,1,Religious Group[8],
1071,26,Japanese Religions,2,Religious Group[8]->Japanese Religions[26],8.0
1071,368,Shintō,3,Religious Group[8]->Japanese Religions[26]->Shintō[368],26.0
1071,379,Shrine Shintō,4,Religious Group[8]->Japanese Religions[26]->Shintō[368]->Shrine Shintō[379],368.0
1071,903,Technology,2,Religious Group[8]->Technology[903],8.0
1071,950,Asian American Religions,2,Religious Group[8]->Asian American Religions[950],8.0
1071,995,Kami worship,2,Religious Group[8]->Kami worship[995],8.0
1072,8,Religious Group,1,Religious Group[8],
1072,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1072,856,Religious Place,1,Religious Place[856],
1072,865,Temple,2,Religious Place[856]->Temple[865],856.0
1072,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1072,1129,Tomb of Mentuhotep II,3,Religious Place[856]->Tomb[1067]->Tomb of Mentuhotep II[1129],1067.0
1072,1130,Temple of Mentuhotep II,3,Religious Place[856]->Temple[865]->Temple of Mentuhotep II[1130],865.0
1072,1131,Mortuary Priesthood of Mentuhotep II,2,Religious Group[8]->Mortuary Priesthood of Mentuhotep II[1131],8.0
1072,1132,Cult of Amun,3,Religious Group[8]->Egyptian Religions[20]->Cult of Amun[1132],20.0
1072,1133,Cult of Montu,3,Religious Group[8]->Egyptian Religions[20]->Cult of Montu[1133],20.0
1072,1134,Cult of Hathor,3,Religious Group[8]->Egyptian Religions[20]->Cult of Hathor[1134],20.0
1072,1135,Bab el-Hosan,3,Religious Place[856]->Tomb[1067]->Bab el-Hosan[1135],1067.0
1072,1136,Deir el-Bahari,3,Religious Place[856]->Temple[865]->Deir el-Bahari[1136],865.0
1072,1137,el-Asasif,3,Religious Place[856]->Temple[865]->el-Asasif[1137],865.0
1074,8,Religious Group,1,Religious Group[8],
1074,1069,Text,1,Text[1069],
1074,1083,Early Chinese text,2,Text[1069]->Early Chinese text[1083],1069.0
1074,1106,Cosmology,2,Text[1069]->Cosmology[1106],1069.0
1074,1118,Cosmogony,2,Text[1069]->Cosmogony[1118],1069.0
1074,1123,Early Chinese Traditions,2,Religious Group[8]->Early Chinese Traditions[1123],8.0
1074,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1075,8,Religious Group,1,Religious Group[8],
1075,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],8.0
1075,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1075,383,Chinese Buddhist Traditions,3,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383],123.0
1075,390,Mādhyamika school (sanlun zong 三論宗),4,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383]->Mādhyamika school (sanlun zong 三論宗)[390],383.0
1075,510,Indic Religious Traditions,2,Religious Group[8]->Indic Religious Traditions[510],8.0
1075,513,Indic Buddhist Traditions,3,Religious Group[8]->Indic Religious Traditions[510]->Indic Buddhist Traditions[513],510.0
1075,547,Scholastic traditions of Mahāyāna in India,4,Religious Group[8]->Indic Religious Traditions[510]->Indic Buddhist Traditions[513]->Scholastic traditions of Mahāyāna in India[547],513.0
1075,1069,Text,1,Text[1069],
1075,1075,Scripture,2,Text[1069]->Scripture[1075],1069.0
1075,1089,Mahayana Buddhism,2,Religious Group[8]->Mahayana Buddhism[1089],8.0
1075,1102,Chinese Buddhist text,2,Text[1069]->Chinese Buddhist text[1102],1069.0
1075,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1076,8,Religious Group,1,Religious Group[8],
1076,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],8.0
1076,996,Roman Catholic,2,Religious Group[8]->Roman Catholic[996],8.0
1077,8,Religious Group,1,Religious Group[8],
1077,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1077,1069,Text,1,Text[1069],
1077,1083,Early Chinese text,2,Text[1069]->Early Chinese text[1083],1069.0
1077,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
1078,8,Religious Group,1,Religious Group[8],
1078,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1078,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1078,1069,Text,1,Text[1069],
1078,1109,Mortuary text,2,Text[1069]->Mortuary text[1109],1069.0
1078,1120,Canonical texts,2,Text[1069]->Canonical texts[1120],1069.0
1079,8,Religious Group,1,Religious Group[8],
1079,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1079,131,Confucian (rujia 儒家) Traditions,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],123.0
1079,133,Neo-Confucian Traditions,4,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131]->Neo-Confucian Traditions[133],131.0
1079,1069,Text,1,Text[1069],
1079,1105,Neo-Confucian text,2,Text[1069]->Neo-Confucian text[1105],1069.0
1079,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1080,8,Religious Group,1,Religious Group[8],
1080,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],8.0
1080,1069,Text,1,Text[1069],
1080,1086,Yogacara,2,Text[1069]->Yogacara[1086],1069.0
1080,1087,Yogacara Buddhism,2,Text[1069]->Yogacara Buddhism[1087],1069.0
1080,1088,Xuanzang Text,2,Text[1069]->Xuanzang Text[1088],1069.0
1080,1089,Mahayana Buddhism,2,Religious Group[8]->Mahayana Buddhism[1089],8.0
1080,1090,Yogacara Buddhism,2,Religious Group[8]->Yogacara Buddhism[1090],8.0
1080,1102,Chinese Buddhist text,2,Text[1069]->Chinese Buddhist text[1102],1069.0
1080,1120,Canonical texts,2,Text[1069]->Canonical texts[1120],1069.0
1080,1138,Versified composition,2,Text[1069]->Versified composition[1138],1069.0
1080,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1081,8,Religious Group,1,Religious Group[8],
1081,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1081,856,Religious Place,1,Religious Place[856],
1081,865,Temple,2,Religious Place[856]->Temple[865],856.0
1081,927,Religious Complex,2,Religious Place[856]->Religious Complex[927],856.0
1081,1140,Temple of Khentiamentiu,3,Religious Place[856]->Temple[865]->Temple of Khentiamentiu[1140],865.0
1081,1141,Temple of Osiris,3,Religious Place[856]->Temple[865]->Temple of Osiris[1141],865.0
1082,8,Religious Group,1,Religious Group[8],
1082,856,Religious Place,1,Religious Place[856],
1082,857,Monument,2,Religious Place[856]->Monument[857],856.0
1082,865,Temple,2,Religious Place[856]->Temple[865],856.0
1082,1143,Meroitic Religion,2,Religious Group[8]->Meroitic Religion[1143],8.0
1082,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
1083,8,Religious Group,1,Religious Group[8],
1083,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],8.0
1083,116,Tibetan Buddhist Traditions,3,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116],14.0
1083,120,Kagyü sect (bka’ brgyud),4,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116]->Kagyü sect (bka’ brgyud)[120],116.0
1083,993,Tantric Buddhism,2,Religious Group[8]->Tantric Buddhism[993],8.0
1083,1124,Drukpa Kagyü ('brug pa bka' brgyud),5,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116]->Kagyü sect (bka’ brgyud)[120]->Drukpa Kagyü ('brug pa bka' brgyud)[1124],120.0
1083,1125,Bhutanese Drukpa Kagyü (lho 'brug),5,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116]->Kagyü sect (bka’ brgyud)[120]->Bhutanese Drukpa Kagyü (lho 'brug)[1125],120.0
1083,1147,Himalayan Buddhism,3,Religious Group[8]->Buddhist Traditions[14]->Himalayan Buddhism[1147],14.0
1087,8,Religious Group,1,Religious Group[8],
1087,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],8.0
1087,854,Heresy,2,Religious Group[8]->Heresy[854],8.0
1087,855,Dualist Tradition,2,Religious Group[8]->Dualist Tradition[855],8.0
1087,981,Asia Minor,2,Religious Group[8]->Asia Minor[981],8.0
1087,984,Medieval Christianity,2,Religious Group[8]->Medieval Christianity[984],8.0
1087,1148,Balkans,2,Religious Group[8]->Balkans[1148],8.0
1089,8,Religious Group,1,Religious Group[8],
1089,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1089,741,Hellenistic Religions,2,Religious Group[8]->Hellenistic Religions[741],8.0
1089,856,Religious Place,1,Religious Place[856],
1089,865,Temple,2,Religious Place[856]->Temple[865],856.0
1089,927,Religious Complex,2,Religious Place[856]->Religious Complex[927],856.0
1089,1068,City,2,Religious Place[856]->City[1068],856.0
1089,1100,Aegean,2,Religious Place[856]->Aegean[1100],856.0
1089,1126,Greece,2,Religious Place[856]->Greece[1126],856.0
1089,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
1089,1149,Macedonia,3,Religious Place[856]->Greece[1126]->Macedonia[1149],1126.0
1094,8,Religious Group,1,Religious Group[8],
1094,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1094,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1094,856,Religious Place,1,Religious Place[856],
1094,865,Temple,2,Religious Place[856]->Temple[865],856.0
1094,1092,Ancient Nubian Religion,3,Religious Group[8]->African Religions[9]->Ancient Nubian Religion[1092],9.0
1094,1132,Cult of Amun,3,Religious Group[8]->Egyptian Religions[20]->Cult of Amun[1132],20.0
1095,8,Religious Group,1,Religious Group[8],
1095,24,Islamic Traditions,2,Religious Group[8]->Islamic Traditions[24],8.0
1096,8,Religious Group,1,Religious Group[8],
1096,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1096,856,Religious Place,1,Religious Place[856],
1096,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1096,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
1098,8,Religious Group,1,Religious Group[8],
1098,1069,Text,1,Text[1069],
1098,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
1098,1123,Early Chinese Traditions,2,Religious Group[8]->Early Chinese Traditions[1123],8.0
1098,1160,Baoshan text,3,Text[1069]->Excavated text[1084]->Baoshan text[1160],1084.0
1098,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1100,8,Religious Group,1,Religious Group[8],
1100,1069,Text,1,Text[1069],
1100,1083,Early Chinese text,2,Text[1069]->Early Chinese text[1083],1069.0
1100,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
1100,1123,Early Chinese Traditions,2,Religious Group[8]->Early Chinese Traditions[1123],8.0
1100,1162,Peking University Bamboo Texts,3,Text[1069]->Excavated text[1084]->Peking University Bamboo Texts[1162],1084.0
1100,1164,A Hybrid of Popular Beliefs,3,Religious Group[8]->Early Chinese Traditions[1123]->A Hybrid of Popular Beliefs[1164],1123.0
1101,8,Religious Group,1,Religious Group[8],
1101,38,Native American (North American) Religions,2,Religious Group[8]->Native American (North American) Religions[38],8.0
1102,8,Religious Group,1,Religious Group[8],
1102,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1102,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1102,1157,Ancient Egyptian Religion,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],9.0
1104,8,Religious Group,1,Religious Group[8],
1104,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1104,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1104,856,Religious Place,1,Religious Place[856],
1104,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1104,1157,Ancient Egyptian Religion,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],9.0
1105,8,Religious Group,1,Religious Group[8],
1105,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1105,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1105,856,Religious Place,1,Religious Place[856],
1105,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1105,1157,Ancient Egyptian Religion,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],9.0
1106,8,Religious Group,1,Religious Group[8],
1106,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1106,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1106,1157,Ancient Egyptian Religion,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],9.0
1108,8,Religious Group,1,Religious Group[8],
1108,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],8.0
1108,774,Early Christianity,2,Religious Group[8]->Early Christianity[774],8.0
1108,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
1108,1167,Early Christianity in Egypt,3,Religious Group[8]->Early Christianity[775]->Early Christianity in Egypt[1167],775.0
1108,1168,Monasticism,2,Religious Group[8]->Monasticism[1168],8.0
1108,1169,Early Christian Monasticism in Egypt,2,Religious Group[8]->Early Christian Monasticism in Egypt[1169],8.0
1109,8,Religious Group,1,Religious Group[8],
1109,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1109,383,Chinese Buddhist Traditions,3,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383],123.0
1109,384,Chan Buddhism (chan zong 禪宗),4,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383]->Chan Buddhism (chan zong 禪宗)[384],383.0
1109,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1110,8,Religious Group,1,Religious Group[8],
1110,38,Native American (North American) Religions,2,Religious Group[8]->Native American (North American) Religions[38],8.0
1110,998,North American Religions,2,Religious Group[8]->North American Religions[998],8.0
1112,8,Religious Group,1,Religious Group[8],
1112,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],8.0
1112,1069,Text,1,Text[1069],
1112,1102,Chinese Buddhist text,2,Text[1069]->Chinese Buddhist text[1102],1069.0
1112,1170,Pure Land Buddhism,3,Text[1069]->Chinese Buddhist text[1102]->Pure Land Buddhism[1170],1102.0
1112,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1113,8,Religious Group,1,Religious Group[8],
1113,18,Christian Traditions,2,Religious Group[8]->Christian Traditions[18],8.0
1113,856,Religious Place,1,Religious Place[856],
1113,870,Basilica,2,Religious Place[856]->Basilica[870],856.0
1117,8,Religious Group,1,Religious Group[8],
1117,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1117,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1117,1069,Text,1,Text[1069],
1117,1106,Cosmology,2,Text[1069]->Cosmology[1106],1069.0
1117,1157,Ancient Egyptian Religion,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],9.0
1117,1171,Ancient Egyptian Text,2,Text[1069]->Ancient Egyptian Text[1171],1069.0
1119,8,Religious Group,1,Religious Group[8],
1119,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1119,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1119,856,Religious Place,1,Religious Place[856],
1119,865,Temple,2,Religious Place[856]->Temple[865],856.0
1119,1132,Cult of Amun,3,Religious Group[8]->Egyptian Religions[20]->Cult of Amun[1132],20.0
1119,1157,Ancient Egyptian Religion,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],9.0
1120,8,Religious Group,1,Religious Group[8],
1120,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1120,131,Confucian (rujia 儒家) Traditions,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],123.0
1120,132,Pre-Qin Confucian Traditions,4,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131]->Pre-Qin Confucian Traditions[132],131.0
1120,234,Imperial Confucian Traditions,4,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131]->Imperial Confucian Traditions[234],131.0
1120,1069,Text,1,Text[1069],
1120,1083,Early Chinese text,2,Text[1069]->Early Chinese text[1083],1069.0
1120,1085,Confucianism,2,Religious Group[8]->Confucianism[1085],8.0
1120,1172,Confucian Classics,3,Text[1069]->Early Chinese text[1083]->Confucian Classics[1172],1083.0
1120,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1121,8,Religious Group,1,Religious Group[8],
1121,896,Vaishnavism,2,Religious Group[8]->Vaishnavism[896],8.0
1121,1037,South Asian Religion,2,Religious Group[8]->South Asian Religion[1037],8.0
1121,1059,Shaivism,2,Religious Group[8]->Shaivism[1059],8.0
1121,1069,Text,1,Text[1069],
1121,1173,Purana,2,Text[1069]->Purana[1173],1069.0
1121,1174,Hindu Narrative text,2,Text[1069]->Hindu Narrative text[1174],1069.0
1123,8,Religious Group,1,Religious Group[8],
1123,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1123,856,Religious Place,1,Religious Place[856],
1123,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1123,1132,Cult of Amun,3,Religious Group[8]->Egyptian Religions[20]->Cult of Amun[1132],20.0
1123,1134,Cult of Hathor,3,Religious Group[8]->Egyptian Religions[20]->Cult of Hathor[1134],20.0
1124,8,Religious Group,1,Religious Group[8],
1124,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1124,1069,Text,1,Text[1069],
1124,1084,Excavated text,2,Text[1069]->Excavated text[1084],1069.0
1124,1109,Mortuary text,2,Text[1069]->Mortuary text[1109],1069.0
1124,1112,Pictorial–textual compositions,2,Text[1069]->Pictorial–textual compositions[1112],1069.0
1124,1171,Ancient Egyptian Text,2,Text[1069]->Ancient Egyptian Text[1171],1069.0
1124,1179,Ancient Egyptian ritual text,3,Text[1069]->Ancient Egyptian Text[1171]->Ancient Egyptian ritual text[1179],1171.0
1124,1180,Coffin Texts,4,Text[1069]->Ancient Egyptian Text[1171]->Ancient Egyptian ritual text[1179]->Coffin Texts[1180],1179.0
1125,8,Religious Group,1,Religious Group[8],
1125,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1125,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1126,8,Religious Group,1,Religious Group[8],
1126,9,African Religions,2,Religious Group[8]->African Religions[9],8.0
1126,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1126,856,Religious Place,1,Religious Place[856],
1126,1067,Tomb,2,Religious Place[856]->Tomb[1067],856.0
1126,1157,Ancient Egyptian Religion,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],9.0
1126,1183,Beni Hassan,3,Religious Place[856]->Tomb[1067]->Beni Hassan[1183],1067.0
1126,1184,Tomb of Khnumhotep I,4,Religious Place[856]->Tomb[1067]->Beni Hassan[1183]->Tomb of Khnumhotep I[1184],1183.0
1127,8,Religious Group,1,Religious Group[8],
1127,28,Korean Religions,2,Religious Group[8]->Korean Religions[28],8.0
1127,905,Abrahamic,2,Religious Group[8]->Abrahamic[905],8.0
1127,1014,Christianity of the Global South,2,Religious Group[8]->Christianity of the Global South[1014],8.0
1127,1032,Protestantism,2,Religious Group[8]->Protestantism[1032],8.0
1129,8,Religious Group,1,Religious Group[8],
1129,22,Greek Religions,2,Religious Group[8]->Greek Religions[22],8.0
1129,42,Roman Religious Traditions,2,Religious Group[8]->Roman Religious Traditions[42],8.0
1129,194,Macedonian Religions,3,Religious Group[8]->Greek Religions[22]->Macedonian Religions[194],22.0
1129,741,Hellenistic Religions,2,Religious Group[8]->Hellenistic Religions[741],8.0
1129,744,Greek Polis Religions,3,Religious Group[8]->Greek Religions[22]->Greek Polis Religions[744],22.0
1129,745,Greek Mystery Cults,3,Religious Group[8]->Greek Religions[22]->Greek Mystery Cults[745],22.0
1129,746,Greek Philosophical Traditions,3,Religious Group[8]->Greek Religions[22]->Greek Philosophical Traditions[746],22.0
1129,747,Greek Domestic Religions,3,Religious Group[8]->Greek Religions[22]->Greek Domestic Religions[747],22.0
1129,900,Roman Religions,2,Religious Group[8]->Roman Religions[900],8.0
1129,982,Greek Cult,2,Religious Group[8]->Greek Cult[982],8.0
1130,8,Religious Group,1,Religious Group[8],
1130,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1130,856,Religious Place,1,Religious Place[856],
1130,865,Temple,2,Religious Place[856]->Temple[865],856.0
1130,927,Religious Complex,2,Religious Place[856]->Religious Complex[927],856.0
1130,928,Temenos,2,Religious Place[856]->Temenos[928],856.0
1130,1068,City,2,Religious Place[856]->City[1068],856.0
1130,1098,Isiac Cults,3,Religious Group[8]->Egyptian Religions[20]->Isiac Cults[1098],20.0
1130,1100,Aegean,2,Religious Place[856]->Aegean[1100],856.0
1130,1126,Greece,2,Religious Place[856]->Greece[1126],856.0
1130,1144,Archaeological monument,2,Religious Place[856]->Archaeological monument[1144],856.0
1130,1149,Macedonia,3,Religious Place[856]->Greece[1126]->Macedonia[1149],1126.0
1130,1186,Dion,3,Religious Place[856]->City[1068]->Dion[1186],1068.0
1133,8,Religious Group,1,Religious Group[8],
1133,20,Egyptian Religions,2,Religious Group[8]->Egyptian Religions[20],8.0
1133,22,Greek Religions,2,Religious Group[8]->Greek Religions[22],8.0
1133,741,Hellenistic Religions,2,Religious Group[8]->Hellenistic Religions[741],8.0
1133,982,Greek Cult,2,Religious Group[8]->Greek Cult[982],8.0
1134,8,Religious Group,1,Religious Group[8],
1134,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1134,383,Chinese Buddhist Traditions,3,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383],123.0
1134,395,Tiantai school (tiantai zong 天台宗),4,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383]->Tiantai school (tiantai zong 天台宗)[395],383.0
1134,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1135,8,Religious Group,1,Religious Group[8],
1135,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
1135,127,Chinese Folk Religions,3,Religious Group[8]->Chinese Religion[123]->Chinese Folk Religions[127],123.0
1135,856,Religious Place,1,Religious Place[856],
1135,857,Monument,2,Religious Place[856]->Monument[857],856.0
1135,924,Open-Air Sanctuary,2,Religious Place[856]->Open-Air Sanctuary[924],856.0
1135,1099,Archaeological site,3,Religious Place[856]->Monument[857]->Archaeological site[1099],857.0
1135,1251,Yellow and Yangzi Rivers Region,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],8.0
1136,8,Religious Group,1,Religious Group[8],
1136,14,Buddhist Traditions,2,Religious Group[8]->Buddhist Traditions[14],8.0
1136,65,Chinese Buddhist Traditions,3,Religious Group[8]->Buddhist Traditions[14]->Chinese Buddhist Traditions[65],14.0
1136,123,Chinese Religion,2,Religious Group[8]->Chinese Religion[123],8.0
