"entry_id","entry_tag","entrytag_id","parent_tag_id","level","path","approved"
1047,Animist,836,8,2,Religious Group[8]->Animist[836],true
1047,Shamanism,904,8,2,Religious Group[8]->Shamanism[904],true
1047,Syro-Palestinian Religion,930,8,2,Religious Group[8]->Syro-Palestinian Religion[930],true
1047,Indo-European Religion,956,8,2,Religious Group[8]->Indo-European Religion[956],true
1047,Celtic Paganism,958,8,2,Religious Group[8]->Celtic Paganism[958],true
1047,Celtic Polytheism,959,8,2,Religious Group[8]->Celtic Polytheism[959],true
1047,Irish Paganism,960,8,2,Religious Group[8]->Irish Paganism[960],true
1047,Irish Polytheism,961,8,2,Religious Group[8]->Irish Polytheism[961],true
1047,Pictish Pagan Religion,964,8,2,Religious Group[8]->Pictish Pagan Religion[964],true
1047,Gaul,975,8,2,Religious Group[8]->Gaul[975],true
1047,Mystery Religion,983,8,2,Religious Group[8]->Mystery Religion[983],true
1047,Prehistoric Religion,1056,8,2,Religious Group[8]->Prehistoric Religion[1056],true
1048,Religious Group,8,,1,Religious Group[8],true
1048,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1048,Religious Place,856,,1,Religious Place[856],true
1048,Monument,857,856,2,Religious Place[856]->Monument[857],true
1048,Temple,865,856,2,Religious Place[856]->Temple[865],true
1048,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
1048,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1048,Isiac Cults,1098,20,3,Religious Group[8]->Egyptian Religions[20]->Isiac Cults[1098],true
1048,Archaeological site,1099,857,3,Religious Place[856]->Monument[857]->Archaeological site[1099],true
1048,Aegean,1100,856,2,Religious Place[856]->Aegean[1100],true
1049,Religious Group,8,,1,Religious Group[8],true
1049,Levantine Religion,929,8,2,Religious Group[8]->Levantine Religion[929],true
1049,Prehistoric Religion,1056,8,2,Religious Group[8]->Prehistoric Religion[1056],true
1049,Chalcolithic,1101,8,2,Religious Group[8]->Chalcolithic[1101],true
1050,Religious Group,8,,1,Religious Group[8],true
1050,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1050,Text,1069,,1,Text[1069],true
1050,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1050,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1050,Cosmology,1106,1069,2,Text[1069]->Cosmology[1106],true
1050,Shanghai Strips,1116,1083,3,Text[1069]->Early Chinese text[1083]->Shanghai Strips[1116],true
1050,Early Chinese cosmology,1117,123,3,Religious Group[8]->Chinese Religion[123]->Early Chinese cosmology[1117],true
1050,Cosmogony,1118,1069,2,Text[1069]->Cosmogony[1118],true
1050,Early Chinese cosmogony,1119,123,3,Religious Group[8]->Chinese Religion[123]->Early Chinese cosmogony[1119],true
1050,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1051,Religious Group,8,,1,Religious Group[8],true
1051,Canaanite Religions,15,8,2,Religious Group[8]->Canaanite Religions[15],true
1051,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1051,Levantine Religion,929,8,2,Religious Group[8]->Levantine Religion[929],true
1052,Religious Group,8,,1,Religious Group[8],true
1052,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1052,Chinese Buddhist Traditions,383,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383],true
1052,Chan Buddhism (chan zong 禪宗),384,383,4,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383]->Chan Buddhism (chan zong 禪宗)[384],true
1052,Text,1069,,1,Text[1069],true
1052,Chinese Buddhist text,1102,1069,2,Text[1069]->Chinese Buddhist text[1102],true
1052,Chan Buddhist text,1103,1069,2,Text[1069]->Chan Buddhist text[1103],true
1052,Early Chan text,1104,1069,2,Text[1069]->Early Chan text[1104],true
1054,Religious Group,8,,1,Religious Group[8],true
1054,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1054,Text,1069,,1,Text[1069],true
1054,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1054,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1054,Tomb,1207,8,2,Religious Group[8]->Tomb[1207],true
1054,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1055,Religious Group,8,,1,Religious Group[8],true
1055,Text,1069,,1,Text[1069],true
1055,Confucianism,1085,8,2,Religious Group[8]->Confucianism[1085],true
1055,Neo-Confucian text,1105,1069,2,Text[1069]->Neo-Confucian text[1105],true
1055,Cosmology,1106,1069,2,Text[1069]->Cosmology[1106],true
1055,Daoist text,1107,1069,2,Text[1069]->Daoist text[1107],true
1055,Daoism,1108,8,2,Religious Group[8]->Daoism[1108],true
1055,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1056,Religious Group,8,,1,Religious Group[8],true
1056,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1056,Text,1069,,1,Text[1069],true
1056,Cosmology,1106,1069,2,Text[1069]->Cosmology[1106],true
1056,Mortuary text,1109,1069,2,Text[1069]->Mortuary text[1109],true
1056,Solar Cults,1111,20,3,Religious Group[8]->Egyptian Religions[20]->Solar Cults[1111],true
1056,Pictorial–textual compositions,1112,1069,2,Text[1069]->Pictorial–textual compositions[1112],true
1057,Religious Group,8,,1,Religious Group[8],true
1057,Text,1069,,1,Text[1069],true
1057,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1057,Confucianism,1085,8,2,Religious Group[8]->Confucianism[1085],true
1057,Wei-Jin text,1113,1069,2,Text[1069]->Wei-Jin text[1113],true
1057,Fu Xuan,1114,1085,3,Religious Group[8]->Confucianism[1085]->Fu Xuan[1114],true
1057,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1058,Religious Group,8,,1,Religious Group[8],true
1058,Korean Religions,28,8,2,Religious Group[8]->Korean Religions[28],true
1058,Text,1069,,1,Text[1069],true
1058,Catholic text,1115,1069,2,Text[1069]->Catholic text[1115],true
1060,Religious Group,8,,1,Religious Group[8],true
1060,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1060,Confucian (rujia 儒家) Traditions,131,123,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],true
1060,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1062,Religious Group,8,,1,Religious Group[8],true
1062,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1062,Confucian (rujia 儒家) Traditions,131,123,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],true
1062,Text,1069,,1,Text[1069],true
1062,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1062,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1062,Canonical texts,1120,1069,2,Text[1069]->Canonical texts[1120],true
1062,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1063,Religious Group,8,,1,Religious Group[8],true
1063,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1063,Confucian (rujia 儒家) Traditions,131,123,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],true
1063,Text,1069,,1,Text[1069],true
1063,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1063,Canonical texts,1120,1069,2,Text[1069]->Canonical texts[1120],true
1063,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1065,Religious Group,8,,1,Religious Group[8],true
1065,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1065,Religious Place,856,,1,Religious Place[856],true
1065,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
1066,Religious Group,8,,1,Religious Group[8],true
1066,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1066,Daoist Traditions,134,123,3,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134],true
1066,The Art of the Bedchamber,1121,134,4,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134]->The Art of the Bedchamber[1121],true
1067,Religious Group,8,,1,Religious Group[8],true
1067,Text,1069,,1,Text[1069],true
1067,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1067,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1067,Guodian Strips,1122,1084,3,Text[1069]->Excavated text[1084]->Guodian Strips[1122],true
1067,Early Chinese Traditions,1123,8,2,Religious Group[8]->Early Chinese Traditions[1123],true
1067,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1068,Religious Group,8,,1,Religious Group[8],true
1068,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1068,Chinese Folk Religions,127,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Folk Religions[127],true
1068,Chinese State Religion,128,123,3,Religious Group[8]->Chinese Religion[123]->Chinese State Religion[128],true
1068,Confucian (rujia 儒家) Traditions,131,123,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],true
1068,Daoist Traditions,134,123,3,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134],true
1068,Chinese Christian Traditions,237,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Christian Traditions[237],true
1068,Chinese Nestorian Traditions,244,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Nestorian Traditions[244],true
1068,Chinese Buddhist Traditions,383,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383],true
1068,Religious Place,856,,1,Religious Place[856],true
1068,Monument,857,856,2,Religious Place[856]->Monument[857],true
1068,Temple,865,856,2,Religious Place[856]->Temple[865],true
1068,Altar,868,856,2,Religious Place[856]->Altar[868],true
1068,Forum,884,856,2,Religious Place[856]->Forum[884],true
1068,Open-Air Sanctuary,924,856,2,Religious Place[856]->Open-Air Sanctuary[924],true
1068,Shrines,934,856,2,Religious Place[856]->Shrines[934],true
1068,Monastery,1003,856,2,Religious Place[856]->Monastery[1003],true
1068,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
1068,City,1068,856,2,Religious Place[856]->City[1068],true
1068,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1069,Religious Group,8,,1,Religious Group[8],true
1069,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1070,Religious Group,8,,1,Religious Group[8],true
1070,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1070,Religious Place,856,,1,Religious Place[856],true
1070,Temple,865,856,2,Religious Place[856]->Temple[865],true
1070,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
1070,Greek Cult,982,8,2,Religious Group[8]->Greek Cult[982],true
1070,Mystery Religion,983,8,2,Religious Group[8]->Mystery Religion[983],true
1070,Isiac Cults,1098,20,3,Religious Group[8]->Egyptian Religions[20]->Isiac Cults[1098],true
1070,Aegean,1100,856,2,Religious Place[856]->Aegean[1100],true
1070,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
1070,Attica,1127,1126,3,Religious Place[856]->Greece[1126]->Attica[1127],true
1070,Marathon,1128,1126,3,Religious Place[856]->Greece[1126]->Marathon[1128],true
1071,Religious Group,8,,1,Religious Group[8],true
1071,Japanese Religions,26,8,2,Religious Group[8]->Japanese Religions[26],true
1071,Shintō,368,26,3,Religious Group[8]->Japanese Religions[26]->Shintō[368],true
1071,Shrine Shintō,379,368,4,Religious Group[8]->Japanese Religions[26]->Shintō[368]->Shrine Shintō[379],true
1071,Technology,903,8,2,Religious Group[8]->Technology[903],true
1071,Asian American Religions,950,8,2,Religious Group[8]->Asian American Religions[950],true
1071,Kami worship,995,8,2,Religious Group[8]->Kami worship[995],true
1072,Religious Group,8,,1,Religious Group[8],true
1072,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1072,Religious Place,856,,1,Religious Place[856],true
1072,Temple,865,856,2,Religious Place[856]->Temple[865],true
1072,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
1072,Tomb of Mentuhotep II,1129,1067,3,Religious Place[856]->Tomb[1067]->Tomb of Mentuhotep II[1129],true
1072,Temple of Mentuhotep II,1130,865,3,Religious Place[856]->Temple[865]->Temple of Mentuhotep II[1130],true
1072,Mortuary Priesthood of Mentuhotep II,1131,8,2,Religious Group[8]->Mortuary Priesthood of Mentuhotep II[1131],true
1072,Cult of Amun,1132,20,3,Religious Group[8]->Egyptian Religions[20]->Cult of Amun[1132],true
1072,Cult of Montu,1133,20,3,Religious Group[8]->Egyptian Religions[20]->Cult of Montu[1133],true
1072,Cult of Hathor,1134,20,3,Religious Group[8]->Egyptian Religions[20]->Cult of Hathor[1134],true
1072,Bab el-Hosan,1135,1067,3,Religious Place[856]->Tomb[1067]->Bab el-Hosan[1135],true
1072,Deir el-Bahari,1136,865,3,Religious Place[856]->Temple[865]->Deir el-Bahari[1136],true
1072,el-Asasif,1137,865,3,Religious Place[856]->Temple[865]->el-Asasif[1137],true
1073,Religious Group,8,,1,Religious Group[8],true
1073,Early Chinese Traditions,1123,8,2,Religious Group[8]->Early Chinese Traditions[1123],true
1074,Religious Group,8,,1,Religious Group[8],true
1074,Text,1069,,1,Text[1069],true
1074,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1074,Cosmology,1106,1069,2,Text[1069]->Cosmology[1106],true
1074,Cosmogony,1118,1069,2,Text[1069]->Cosmogony[1118],true
1074,Early Chinese Traditions,1123,8,2,Religious Group[8]->Early Chinese Traditions[1123],true
1074,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1075,Religious Group,8,,1,Religious Group[8],true
1075,Buddhist Traditions,14,8,2,Religious Group[8]->Buddhist Traditions[14],true
1075,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1075,Chinese Buddhist Traditions,383,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383],true
1075,Mādhyamika school (sanlun zong 三論宗),390,383,4,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383]->Mādhyamika school (sanlun zong 三論宗)[390],true
1075,Indic Religious Traditions,510,8,2,Religious Group[8]->Indic Religious Traditions[510],true
1075,Indic Buddhist Traditions,513,510,3,Religious Group[8]->Indic Religious Traditions[510]->Indic Buddhist Traditions[513],true
1075,Scholastic traditions of Mahāyāna in India,547,513,4,Religious Group[8]->Indic Religious Traditions[510]->Indic Buddhist Traditions[513]->Scholastic traditions of Mahāyāna in India[547],true
1075,Text,1069,,1,Text[1069],true
1075,Scripture,1075,1069,2,Text[1069]->Scripture[1075],true
1075,Mahayana Buddhism,1089,8,2,Religious Group[8]->Mahayana Buddhism[1089],true
1075,Chinese Buddhist text,1102,1069,2,Text[1069]->Chinese Buddhist text[1102],true
1075,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1076,Religious Group,8,,1,Religious Group[8],true
1076,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
1076,Roman Catholic,996,8,2,Religious Group[8]->Roman Catholic[996],true
1077,Religious Group,8,,1,Religious Group[8],true
1077,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1077,Text,1069,,1,Text[1069],true
1077,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1077,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1078,Religious Group,8,,1,Religious Group[8],true
1078,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1078,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1078,Text,1069,,1,Text[1069],true
1078,Mortuary text,1109,1069,2,Text[1069]->Mortuary text[1109],true
1078,Canonical texts,1120,1069,2,Text[1069]->Canonical texts[1120],true
1079,Religious Group,8,,1,Religious Group[8],true
1079,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1079,Confucian (rujia 儒家) Traditions,131,123,3,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131],true
1079,Neo-Confucian Traditions,133,131,4,Religious Group[8]->Chinese Religion[123]->Confucian (rujia 儒家) Traditions[131]->Neo-Confucian Traditions[133],true
1079,Text,1069,,1,Text[1069],true
1079,Neo-Confucian text,1105,1069,2,Text[1069]->Neo-Confucian text[1105],true
1079,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1080,Religious Group,8,,1,Religious Group[8],true
1080,Buddhist Traditions,14,8,2,Religious Group[8]->Buddhist Traditions[14],true
1080,Text,1069,,1,Text[1069],true
1080,Yogacara,1086,1069,2,Text[1069]->Yogacara[1086],true
1080,Yogacara Buddhism,1087,1069,2,Text[1069]->Yogacara Buddhism[1087],true
1080,Xuanzang Text,1088,1069,2,Text[1069]->Xuanzang Text[1088],true
1080,Mahayana Buddhism,1089,8,2,Religious Group[8]->Mahayana Buddhism[1089],true
1080,Yogacara Buddhism,1090,8,2,Religious Group[8]->Yogacara Buddhism[1090],true
1080,Chinese Buddhist text,1102,1069,2,Text[1069]->Chinese Buddhist text[1102],true
1080,Canonical texts,1120,1069,2,Text[1069]->Canonical texts[1120],true
1080,Versified composition,1138,1069,2,Text[1069]->Versified composition[1138],true
1080,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1081,Religious Group,8,,1,Religious Group[8],true
1081,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1081,Religious Place,856,,1,Religious Place[856],true
1081,Temple,865,856,2,Religious Place[856]->Temple[865],true
1081,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
1081,Temple of Khentiamentiu,1140,865,3,Religious Place[856]->Temple[865]->Temple of Khentiamentiu[1140],true
1081,Temple of Osiris,1141,865,3,Religious Place[856]->Temple[865]->Temple of Osiris[1141],true
1082,Religious Group,8,,1,Religious Group[8],true
1082,Religious Place,856,,1,Religious Place[856],true
1082,Monument,857,856,2,Religious Place[856]->Monument[857],true
1082,Temple,865,856,2,Religious Place[856]->Temple[865],true
1082,Meroitic Religion,1143,8,2,Religious Group[8]->Meroitic Religion[1143],true
1082,Archaeological monument,1144,856,2,Religious Place[856]->Archaeological monument[1144],true
1083,Religious Group,8,,1,Religious Group[8],true
1083,Buddhist Traditions,14,8,2,Religious Group[8]->Buddhist Traditions[14],true
1083,Tibetan Buddhist Traditions,116,14,3,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116],true
1083,Kagyü sect (bka’ brgyud),120,116,4,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116]->Kagyü sect (bka’ brgyud)[120],true
1083,Tantric Buddhism,993,8,2,Religious Group[8]->Tantric Buddhism[993],true
1083,Drukpa Kagyü ('brug pa bka' brgyud),1124,120,5,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116]->Kagyü sect (bka’ brgyud)[120]->Drukpa Kagyü ('brug pa bka' brgyud)[1124],true
1083,Bhutanese Drukpa Kagyü (lho 'brug),1125,120,5,Religious Group[8]->Buddhist Traditions[14]->Tibetan Buddhist Traditions[116]->Kagyü sect (bka’ brgyud)[120]->Bhutanese Drukpa Kagyü (lho 'brug)[1125],true
1083,Himalayan Buddhism,1147,14,3,Religious Group[8]->Buddhist Traditions[14]->Himalayan Buddhism[1147],true
1087,Religious Group,8,,1,Religious Group[8],true
1087,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
1087,Heresy,854,8,2,Religious Group[8]->Heresy[854],true
1087,Dualist Tradition,855,8,2,Religious Group[8]->Dualist Tradition[855],true
1087,Asia Minor,981,8,2,Religious Group[8]->Asia Minor[981],true
1087,Medieval Christianity,984,8,2,Religious Group[8]->Medieval Christianity[984],true
1087,Balkans,1148,8,2,Religious Group[8]->Balkans[1148],true
1089,Religious Group,8,,1,Religious Group[8],true
1089,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1089,Hellenistic Religions,741,8,2,Religious Group[8]->Hellenistic Religions[741],true
1089,Religious Place,856,,1,Religious Place[856],true
1089,Temple,865,856,2,Religious Place[856]->Temple[865],true
1089,Religious Complex,927,856,2,Religious Place[856]->Religious Complex[927],true
1089,City,1068,856,2,Religious Place[856]->City[1068],true
1089,Aegean,1100,856,2,Religious Place[856]->Aegean[1100],true
1089,Greece,1126,856,2,Religious Place[856]->Greece[1126],true
1089,Archaeological monument,1144,856,2,Religious Place[856]->Archaeological monument[1144],true
1089,Macedonia,1149,1126,3,Religious Place[856]->Greece[1126]->Macedonia[1149],true
1090,Religious Group,8,,1,Religious Group[8],true
1090,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1090,Daoist Traditions,134,123,3,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134],true
1090,Study of the Mysterious (xuanxue 玄學),139,134,4,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134]->Study of the Mysterious (xuanxue 玄學)[139],true
1090,Chinese philosophy,1150,139,5,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134]->Study of the Mysterious (xuanxue 玄學)[139]->Chinese philosophy[1150],true
1090,Chinese metaphysics,1151,139,5,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134]->Study of the Mysterious (xuanxue 玄學)[139]->Chinese metaphysics[1151],true
1090,Qingtan,1152,134,4,Religious Group[8]->Chinese Religion[123]->Daoist Traditions[134]->Qingtan[1152],true
1091,Religious Group,8,,1,Religious Group[8],true
1091,Chinese Religion,123,8,2,Religious Group[8]->Chinese Religion[123],true
1091,Chinese Buddhist Traditions,383,123,3,Religious Group[8]->Chinese Religion[123]->Chinese Buddhist Traditions[383],true
1091,Text,1069,,1,Text[1069],true
1091,Scripture,1075,1069,2,Text[1069]->Scripture[1075],true
1091,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1091,Chinese Buddhist text,1102,1069,2,Text[1069]->Chinese Buddhist text[1102],true
1091,Daoist text,1107,1069,2,Text[1069]->Daoist text[1107],true
1091,Daoism,1108,8,2,Religious Group[8]->Daoism[1108],true
1091,Wei-Jin text,1113,1069,2,Text[1069]->Wei-Jin text[1113],true
1092,Religious Group,8,,1,Religious Group[8],true
1092,Text,1069,,1,Text[1069],true
1092,Scripture,1075,1069,2,Text[1069]->Scripture[1075],true
1092,Confucianism,1085,8,2,Religious Group[8]->Confucianism[1085],true
1092,Huang Kan,1155,1085,3,Religious Group[8]->Confucianism[1085]->Huang Kan[1155],true
1093,Religious Group,8,,1,Religious Group[8],true
1093,Korean Religions,28,8,2,Religious Group[8]->Korean Religions[28],true
1093,New Religious Movement,786,8,2,Religious Group[8]->New Religious Movement[786],true
1093,New Religious Movement (NRM),834,8,2,Religious Group[8]->New Religious Movement (NRM)[834],true
1093,Christianity of the Global South,1014,8,2,Religious Group[8]->Christianity of the Global South[1014],true
1093,Messianism,1156,8,2,Religious Group[8]->Messianism[1156],true
1094,Religious Group,8,,1,Religious Group[8],true
1094,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1094,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1094,Religious Place,856,,1,Religious Place[856],true
1094,Temple,865,856,2,Religious Place[856]->Temple[865],true
1094,Ancient Nubian Religion,1092,9,3,Religious Group[8]->African Religions[9]->Ancient Nubian Religion[1092],true
1094,Cult of Amun,1132,20,3,Religious Group[8]->Egyptian Religions[20]->Cult of Amun[1132],true
1095,Religious Group,8,,1,Religious Group[8],true
1095,Islamic Traditions,24,8,2,Religious Group[8]->Islamic Traditions[24],true
1096,Religious Group,8,,1,Religious Group[8],true
1096,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1096,Religious Place,856,,1,Religious Place[856],true
1096,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
1096,Archaeological monument,1144,856,2,Religious Place[856]->Archaeological monument[1144],true
1098,Religious Group,8,,1,Religious Group[8],true
1098,Text,1069,,1,Text[1069],true
1098,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1098,Early Chinese Traditions,1123,8,2,Religious Group[8]->Early Chinese Traditions[1123],true
1098,Baoshan text,1160,1084,3,Text[1069]->Excavated text[1084]->Baoshan text[1160],true
1098,Yellow and Yangzi Rivers Region,1251,8,2,Religious Group[8]->Yellow and Yangzi Rivers Region[1251],true
1100,Religious Group,8,,1,Religious Group[8],true
1100,Text,1069,,1,Text[1069],true
1100,Early Chinese text,1083,1069,2,Text[1069]->Early Chinese text[1083],true
1100,Excavated text,1084,1069,2,Text[1069]->Excavated text[1084],true
1100,Early Chinese Traditions,1123,8,2,Religious Group[8]->Early Chinese Traditions[1123],true
1100,Peking University Bamboo Texts,1162,1084,3,Text[1069]->Excavated text[1084]->Peking University Bamboo Texts[1162],true
1100,A Hybrid of Popular Beliefs,1164,1123,3,Religious Group[8]->Early Chinese Traditions[1123]->A Hybrid of Popular Beliefs[1164],true
1101,Religious Group,8,,1,Religious Group[8],true
1101,Native American (North American) Religions,38,8,2,Religious Group[8]->Native American (North American) Religions[38],true
1102,Religious Group,8,,1,Religious Group[8],true
1102,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1102,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1102,Ancient Egyptian Religion,1157,9,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],true
1104,Religious Group,8,,1,Religious Group[8],true
1104,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1104,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1104,Religious Place,856,,1,Religious Place[856],true
1104,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
1104,Ancient Egyptian Religion,1157,9,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],true
1105,Religious Group,8,,1,Religious Group[8],true
1105,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1105,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1105,Religious Place,856,,1,Religious Place[856],true
1105,Tomb,1067,856,2,Religious Place[856]->Tomb[1067],true
1105,Ancient Egyptian Religion,1157,9,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],true
1106,Religious Group,8,,1,Religious Group[8],true
1106,African Religions,9,8,2,Religious Group[8]->African Religions[9],true
1106,Egyptian Religions,20,8,2,Religious Group[8]->Egyptian Religions[20],true
1106,Ancient Egyptian Religion,1157,9,3,Religious Group[8]->African Religions[9]->Ancient Egyptian Religion[1157],true
1107,Religious Group,8,,1,Religious Group[8],true
1107,Korean Religions,28,8,2,Religious Group[8]->Korean Religions[28],true
1107,Korean Christianity,355,28,3,Religious Group[8]->Korean Religions[28]->Korean Christianity[355],true
1108,Religious Group,8,,1,Religious Group[8],true
1108,Christian Traditions,18,8,2,Religious Group[8]->Christian Traditions[18],true
1108,Early Christianity,774,8,2,Religious Group[8]->Early Christianity[774],true
1108,Abrahamic,905,8,2,Religious Group[8]->Abrahamic[905],true
1108,Early Christianity in Egypt,1167,775,3,Religious Group[8]->Early Christianity[775]->Early Christianity in Egypt[1167],true
1108,Monasticism,1168,8,2,Religious Group[8]->Monasticism[1168],true
