"entry_id","entry_name","poll_id","poll_name","description","year_from","year_to","region_id","expert_id","expert_name","date_created","date_modified","data_source"
916,Italy: Roman Catholic Christianity II,43,Religious Group (v6),An overview of Roman Catholic Christianity in Italy from the years 1530 to the present day. Created by Nikolas Churik. Nikolas Churik is currently a PhD student in Classics at Princeton University (New Jersey). He also holds a BA from the College of the Holy Cross (Massachusetts) and an MA from the University of Notre Dame (Indiana). He is interested in late antique and Byzantine literature and society.,1530,2017,991,618,Ryan Johnson,2020-07-30 06:32:33.088 +0200,2020-07-30 06:32:33.088 +0200,Database of Religious History (DRH)
917,British Isles: Predominantly Celtic Polytheism,43,Religious Group (v6),"A survey of the polytheistic religions of the British Isles from 500-50 B.C.E. Created by Phillip A. Bernhardt-House. Dr. Phillip A. Bernhardt-House is the History and Geography Department Chair at Skagit Valley College, and the Lead Faculty Member at Columbia College's Whidbey Island Campus, both in Washington state, U.S.A.  A native of Washington, Phillip was educated at Sarah Lawrence College (Bronxville, NY, U.S.A.) with a junior year at Wadham College, Oxford University (Oxford, U.K.), obtaining a B.A. in medieval studies and creative writing with a minor in religious studies, at Gonzaga University (Spokane, WA, U.S.A.) for an M.A. in religious studies, and at University College Cork (Cork, Ireland) for a Ph.D. in Celtic Civilizations.  Eir research interests include world religions, Irish mythology and speculative theology, Celtic mythology, comparative religion, ancient and medieval magic, werewolves, and gender and sexuality studies.  A monograph called Werewolves, Magical Hounds and Dog-Headed Men in Celtic Literature was published in 2010 by The Edwin Mellen Press based on eir doctoral dissertation.. E also has articles appearing in journals and anthologies, including the Celtic Studies Association of North America Yearbook, Studia Celtica Fennica, the Canadian Journal of Irish Studies, and the Journal for the Academic Study of Magic, amongst others.",-500,-50,992,618,Ryan Johnson,2020-07-30 06:55:19.822 +0200,2020-07-30 06:55:19.822 +0200,Database of Religious History (DRH)
918,Fangshi,43,Religious Group (v6),"Fangshi (方士) has been variously translated as technicians, masters of methods, recipes or esoterica, even necromancers. Historical records show that they were active through the period of the late Warring States to the Han. It is unlikely, however, that they had a collective identity as such, as scholar Nathan Sivin notes, “fangshi is not a social category but an epithet.” 
No writings by these men which would represent their voice directly have been left. Instead the Shiji 史記 (Records of the Historian), written by Sima Qian司馬遷 (c.145-c.86 BC) offers the most famous and earliest accounts of the fangshi. Overall described in a negative light, the historian tells us that they were hired to procure drugs of immortality—the first emperor of the Qin (r.247-210 BC) had a great desire to become a transcendent— and promised a way to ascend to Heaven through sacrificial offerings—the emperor Wu of the Han (r.140-87 BC) seems to have preferred this. 
Their origin is obscure. According to the Shiji, they were mostly from the coastal areas of the Qi and Yan states. Evidence of their presence came to light in the invitation of the first emperor of the Qin upon the latter’s imperial tours after the unification. Since then, they rose to prominence at the court of the Han. However, historians and thinkers, especially of the Eastern Han (25-220 CE) were increasingly critical of these men saying that they were just selling empty words. Despite this disapproval, they became widely popular and some were revered as cult figures. From the 2nd century CE, many fangshi were entered in hagiographies of transcendents (xian 仙). 
For this reason, it seems almost impossible to draw a clear boundary between historical and fictional accounts of these men. This makes it difficult to evaluate their historical importance to religious developments in China. Several questions remain to be answered: how much did their activities overlap with other technical specialists like physicians, astrologers and diviners? Did the yangsheng 養生 (nurturing life) practices—diet, drugs ingestion, gymnastics and breathing cultivation etc.—widely circulated during the Han originate from the methods of the fangshi? What is the relationship between this group and the transcendents found in early accounts like the Zhuangzi 莊子? Though often condemned or mysticized, it might be fairer to say that they occupied an intermediate position between those who strived for transcendence by cultivating their body and those in positions of power who sought immortality by occult recipes. Most significantly, they played a crucial role in shaping Daoist religious traditions of later periods as their methods and lineages were largely incorporated in the techniques and teachings of the Dao (daoshu 道術/daojiao 道敎).",-475,220,10,761,Lana Ko,2020-07-30 13:40:21.434 +0200,2021-09-29 20:33:29.103 +0200,Database of Religious History (DRH)
919,Catholicism in contemporary Croatia,43,Religious Group (v6),"This database entry pertains to Roman Catholicism in contemporary Croatia. The geographical area covered corresponds to today's boundaries of the Republic of Croatia and the time period is delimited from 1995 to present-day (2020). Catholics represent the majority of the population in contemporary Croatia and have a very significant influence in the culture and politics of the country. It is widely accepted among scholars of the region that Catholicism is tightly bound together with Croatian ethnicity and national identity.

Undoubtedly, there are continuities between the religious group defined in this entry and other Catholic groups, in particular those in contemporary South and Southeastern Europe. Among these groups, Catholic Croats living in Bosnia and Herzegovina (especially in the region of Herzegovina) and some regions of Serbia (e.g. Vojvodina) stand out. These populations largely identify as part of a single ethnic group that shares history and traditions (religious and otherwise) with most of the population of Croatia. Nevertheless, Catholic Croats residing in neighboring countries or those living further afield, sometimes referred to as Croatian diaspora, are not included in this entry. The reason for this is that there are important differences in regard to their relationship to the state, the political status of their religious group and identity, and their interaction with other religious groups within the polity in which they live.

Regarding the similarity between Catholicism in Croatia and elsewhere, there is also a significant degree of coincidence. The Catholic Church in Croatia is in full communion with the Vatican, which means that all dogma, doctrine and cannon law are essentially the same as in the rest of the world. However, particular histories and socio-cultural contexts produce unique features in tradition, practice and even belief in every context, and Croatia is no exception. In this database entry, specific elements and idiosyncrasies that distinguish Croatian Catholicism, such as the importance of pilgrimages, are elaborated in the qualitative notes of the relevant questions.

Just like in the geographical dimension, in the temporal one there is significant continuity between Croatian Catholicism as described in this entry and that of preceding historical periods (e.g. S. XX). This continuity is particularly clear in the domains of religious belief and practice. However, that is not the case in the political, sociological and cultural domains. In this entry, 'contemporary' has been defined as the period from 1995 onward. This year marks the beginning of a peaceful, democratic period in the history of Croatia, existing as an independent nation, that lasts until the present. The period comes immediately after a violent war (1991-1994) where the Republic of Croatia fought against the central  government in Belgrade to gain independence from the Socialist Federal Republic of Yugoslavia. This war is part of what is commonly referred to as the Yugoslav Wars of the 1990s, which led to the eventual disintegration of the SFR of Yugoslavia. The history of this series of armed conflicts is very complex and is outside of the scope of this database. However, it is important to know that the main factions involved are generally defined along ethno-religious lines and that the conflicts were plagued with atrocities committed along these same lines. Therefore, 1995 represents the beginning of the peacetime political order that still prevails in Croatia; an order which is different from the preceding one in regard to, among other things, the status of, and relationships between, different religious groups within the country.

Finally, it is important to note that, in a database entry such as this one, it is impossible to make justice to the richness and diversity of experience, practice, belief and tradition of any religious group and, especially, one with millions of members and a theological tradition of two millennia. The yes/no answers in this entry aim to reflect the most general response to the questions. However, there are cases where such general answers are not possible. This could be because there is no doctrine regarding a specific issue and no general consensus among members of the group, because there is are differences between the doctrine of the Church and widespread beliefs or practices, or simply because the issues are contested even among religious specialists. In general, when there is no obvious consensus answer to a question, this entry favours Church doctrine and teachings, in particular as defined by the Catechism of the Catholic Church. When this is not possible, or when the practices or beliefs of Catholics in Croatia differ overwhelmingly from doctrine, then the popular view is favoured. In these cases, explanations, caveats and further clarifications are included in the qualitative notes.",1995,2020,1068,801,Miguel Alcalde,2020-07-30 20:39:37.226 +0200,2020-08-14 19:57:09.527 +0200,Database of Religious History (DRH)
921,Bhils,43,Religious Group (v6),"Bhils are a part of a geospatially dispersed tribal community of Western India. They are grouped under the constitutional category of Scheduled Tribes. While Bhili is the main language for the community, Bhils are known to be conversant with a variety of other vernacular languages depending on the region they reside in. Bhils have a rich tradition of orally transmitted religious literature which shares similarities with classical Hindu mythology and yet it is distinct in its own vernacular way. Bhils pay reverence to most popular Hindu gods, rituals, and customs; however, most of the gods and associated practices have hybrid histories with classical myths and practices fluidly blending in with vernacular variants.  


The term Bhil is thought to be derived from the word, Vill, which means bow in Telugu and Kannada. This is keeping in line with their reputation as skilled archers and hunters.  Historically, powerful Bhil kings are thought to have established their own kingdoms in what is present day Gujarat and Rajasthan. It was only through displacement by Rajput and Chalukya rulers of that time that Bhils were made to retreat into forests and hilly regions. Bhils are mentioned in historical records such as Ain-i-Akbari and ancient folk legends such as Kathasaritasagar. Mention of Bhils becomes clearer in the medieval period where their association with Marathas in their fight against the Mughals is well documented. Their knowledge of hilly and jungle terrains made them valuable allies for political powers hoping to control these regions. While some Bhil chiefs decided to assist local political powers, other clan chiefs would resort to resisting these powers often resulting in violent plunders of settled populations. With the influx of British colonialism, the anthropological urge to identify Bhils with primitivity and a prehistorical core of ancient India crystallized Bhil identity as that of Indian aborigines and native inhabitants of India. The British with their military might were more efficient in suppressing raids and plunders by Bhil chiefs. Through diplomatic ties and political manoeuvring, the British were also able to enlist peace treaties with the Bhils and also form Bhil Corps, an integral arm of the colonial law enforcement setup. 


Certain Indological scholarship and popular belief maintains that Bhils are the descendants of Niṣāda tribes mentioned in the Hindu epics, Ramayana and Mahabharata. This association can be mainly traced to descriptions of Niṣādarashtra (the Kingdom of Niṣādas) as lying between Vindhya and Satpura mountains – the present-day heartland of Bhils. Due to this connection, several characters in the epics such as Eklavya in the Mahabharata and Sabari in Ramayana are thought to be Bhils. A similar historical and communal consciousness, along with issues of socioeconomic marginalization and lack of state assistance for rural development, has led to the development of indigenous political movements. One such movement aims to generate support for the creation of a separate state ""Bhil Pradesh"" to be carved out from specific districts of Gujarat, Rajasthan, Maharashtra, and Madhya Pradesh.",1700,2020,1070,775,Maharshi Vyas,2020-07-30 22:24:11.149 +0200,2020-08-22 21:04:50.896 +0200,Database of Religious History (DRH)
922,British Isles: Mixed Roman and British Polytheism,43,Religious Group (v6),"A survey of the Celtic and Roman polytheistic religions of the British Isles from 50 B.C.E. to 400 C.E. Created by Phillip A. Bernhardt-House. Dr. Phillip A. Bernhardt-House is the History and Geography Department Chair at Skagit Valley College, and the Lead Faculty Member at Columbia College's Whidbey Island Campus, both in Washington state, U.S.A. A native of Washington, Phillip was educated at Sarah Lawrence College (Bronxville, NY, U.S.A.) with a junior year at Wadham College, Oxford University (Oxford, U.K.), obtaining a B.A. in medieval studies and creative writing with a minor in religious studies, at Gonzaga University (Spokane, WA, U.S.A.) for an M.A. in religious studies, and at University College Cork (Cork, Ireland) for a Ph.D. in Celtic Civilizations. Eir research interests include world religions, Irish mythology and speculative theology, Celtic mythology, comparative religion, ancient and medieval magic, werewolves, and gender and sexuality studies. A monograph called Werewolves, Magical Hounds and Dog-Headed Men in Celtic Literature was published in 2010 by The Edwin Mellen Press based on eir doctoral dissertation.. E also has articles appearing in journals and anthologies, including the Celtic Studies Association of North America Yearbook, Studia Celtica Fennica, the Canadian Journal of Irish Studies, and the Journal for the Academic Study of Magic, amongst others.",-50,400,992,618,Ryan Johnson,2020-07-31 04:34:25.247 +0200,2020-07-31 04:34:25.247 +0200,Database of Religious History (DRH)
923,British Isles: Introduction of Early Christianity through the End of Columban/Irish Christianity,43,Religious Group (v6),"A survey of the introduction and early years of Christianity in the British Isles. Created by Phillip A. Bernhardt-House. Dr. Phillip A. Bernhardt-House is the History and Geography Department Chair at Skagit Valley College, and the Lead Faculty Member at Columbia College's Whidbey Island Campus, both in Washington state, U.S.A. A native of Washington, Phillip was educated at Sarah Lawrence College (Bronxville, NY, U.S.A.) with a junior year at Wadham College, Oxford University (Oxford, U.K.), obtaining a B.A. in medieval studies and creative writing with a minor in religious studies, at Gonzaga University (Spokane, WA, U.S.A.) for an M.A. in religious studies, and at University College Cork (Cork, Ireland) for a Ph.D. in Celtic Civilizations. Eir research interests include world religions, Irish mythology and speculative theology, Celtic mythology, comparative religion, ancient and medieval magic, werewolves, and gender and sexuality studies. A monograph called Werewolves, Magical Hounds and Dog-Headed Men in Celtic Literature was published in 2010 by The Edwin Mellen Press based on eir doctoral dissertation.. E also has articles appearing in journals and anthologies, including the Celtic Studies Association of North America Yearbook, Studia Celtica Fennica, the Canadian Journal of Irish Studies, and the Journal for the Academic Study of Magic, amongst others.",200,700,992,618,Ryan Johnson,2020-07-31 07:44:11.779 +0200,2020-07-31 07:44:11.779 +0200,Database of Religious History (DRH)
924,Muridiyya of Senegal,43,Religious Group (v6),"The country named Senegal is a creation of French colonialism in the late nineteenth century. The majority of the population are Muslims. One of the most influential Muslim groups is the Muridiyya founded by Ahmadu Bamba at the dawn of French colonialism. The capital of Muridiyya is Touba. The Murids practice a mystic Islam. The Murids are now spread throughout the world with the largest diaspora in New York. They hold social, political, and economic power in Senegal.
Ahmadu Bamba was born in a learned Muslim family and was educated by his parents. He chose Sufi path for its Islamic mysticism. He was attracted to Sufism for its ascetism and rejection of materialism in a context of the Wolof ruling class exploitation and the beginning of French colonization. He preached a peaceful Islam in his resistance against French colonialism. He privileged education because in his Sufi's conception of Islam, the war is against one’s soul (nafs in Arabic) or the bestial self of human being. He conceived the Tarbiyya as a mystical pedagogy to promote good work ethic and control the nafs. He organized his disciples into working groups known as daara tarbiyya which later became villages and towns. 
Bamba combined a mysticism rooted in Sharia with a focus on educating the heart. Islamic jurisprudence and the oneness of God was primordial to him, and he saw them as the soul and body of Islam. He rejected extreme ascetism and sees a Murid or a disciple as being an integral part of one’s community and being a mystic at the same time. The only time ascetism is allowed in Muridiyya is when the shaykh has to prepare himself for an imminent danger or when living in a politically corrupt environment where he is not listened to. His conception of Muslim education is focused on the Murid’s contribution to his community. Seeking a lifelong knowledge both esoteric and exoteric should be the primary goal of the disciple and the Qur’an should be at the center of this knowledge while striving to apply this knowledge in everyday life. The Taalim or exoteric education’s goal is to feed the brain, the tarbiyya or the esoteric knowledge is about strengthening the soul and the tarqiyya which is the highest and leadership level concerns a complete detachment from material world. 
In Bamba’s teachings, the Murid student should strive early in his life to combat ignorance, to be useful to his community, to enrich the science of Islamic religion and to put in practice the teachings while submitting to his Shaykh or teacher when seeking God.",1853,2022,1072,744,Azizou Atte oudeyi,2020-07-31 08:17:47.345 +0200,2022-05-05 18:13:57.040 +0200,Database of Religious History (DRH)
925,Rabbinic Judaism (Babylonia),43,Religious Group (v6),"The Babylonian Jewish community dates back to the 6th century BCE, with the exile following the destruction of the first temple. Rabbinic Judaism emerges in Roman Palestine following the destruction of the second temple, producing legal and exegetical texts (the Mishna, Tosefta, and Halakhic Midrashim) during the Tannaitic Era. With the close of the Tannaitic era c.220 CE, the Amoraic sages Rav and Shmuel moved to Babylonia and began to teach Rabbinic traditions to the community there.


During the Amoraic Era (c. 220-500 CE), and the subsequent Saboraic and Gaonic eras, rabbinic teachings were collected and edited into the Babylonian Talmud, a corpus nearly 2 million words long. These traditions encompass a range of genre including biblical interpretation, legal discussions, theology, angels and demons, humor, and history. 

Jews primarily lived along the banks of the Tigris and Euphrates rivers. This region was home to a diverse population including Christians, Manichaeans, and Zoroastrians (the official Persian religion).

As a community with roots dating back centuries, Jews in the Sassanian Empire were tolerated and permitted to practice. An official position of ""Exilarch"" was recognized by the Empire. Literary accounts in the Talmud and Gaonic sources speak of persecutions against Jews by the empire in the latter part of this period, although scholars debate their historicity.

The map covers the region of the major Jewish settlements within Babylonia, not the entirety of the Babylonian empire. The dates examined range from 220-650 CE, corresponding roughly to the dates of the Sassanian Empire and the development of the Babylonian Talmud.",220,650,1073,805,Yoni Nadiv,2020-07-31 15:06:21.827 +0200,2020-08-13 04:52:57.446 +0200,Database of Religious History (DRH)
926,Ladakhi Buddhism,43,Religious Group (v6),"Ladakhi Buddhism is an inflection of the region’s inclusion in many political entities, in particular, Tibet in the 7th or 8th centuries. An independent kingdom from the tenth century until 1834, Tibetan Buddhism remains the strongest religious influence, especially in the present-day district of Leh. From the 13th century onwards, Ladakhi kings upheld legitimacy through their roles as protectors of the Buddhist dharma, at one point annexing part of western Tibet; but, territorial acquisition was not sustainable. Political contact with Muslim neighbors increased from the 14th century onward through the 17th century when Mughal emperors asserted power over neighboring Kashmir. Following the Ladakh-Tibet-Mughal War 1679-1684, Ladhaki kings’ sustained religious allegiance to Tibetan Buddhism; meanwhile, Muslim populations increase coincided with the matrimonial union between the 17th century Buddhist king, ‘Jam-dbyang-rnam-rgyal, and the Muslim ruler of Baltistan’s daughter, RGyal Khatun. Following failed Portuguese Jesuit missionary efforts, British encounters increased only after 1834 when the armies of Zorawar Singh invaded. By 1842, Ladakh lost its independence to Dogra rule. Four years later, it fell under the state of Jammu-Kashmir which acknowledged the authority of British-India. Royal patronage of the monasteries subsided, but monasteries received some support from the state of Jammu-Kashmir and through sustained connections with Tibet. Indian independence in 1947 was met with the complicated uncertainty of the simultaneous partition of India and Pakistan. Following the imposition of a ceasefire line in 1949, Ladakh and Baltistan were cut off, but further wars between India and Pakistan in 1965 and 1972 continued over Jammu-Kashmir territorial disputes. As of October 31, 2019, Ladakh and Jammu-Kashmir became separate Union Territories where Ladakh remains under direct rule of New Delhi, India.  As of the 2011 census, Tibetan Buddhism is majority religion in Leh, the capital, but a minority religion in Kargil where there is Muslim majority.",842,2020,1074,780,Darcie PriceWallace,2020-07-31 16:17:08.971 +0200,2020-08-22 11:40:58.326 +0200,Database of Religious History (DRH)
927,Zealots,43,Religious Group (v6),"The Zealots were a Jewish sect of the first-century CE that appeared after the Roman occupation of Palestine. They are often characterized by their active resistance to Roman rule. Our primary resource for data concerning the Zealots comes from the Jewish historian, Josephus (War 2.4; 2.13; 2.22; 4.3; Ant. 14.9; 14.15; 16.9; 20.9), who offers a biased presentation of certain radical sectarian movements during the First Jewish Revolt (66-73 CE). For this reason, historical descriptions of the Zealots within Josephus are to be evaluated with caution. Josephus makes reference to a ""fourth philosophy"" that he speaks of with great disdain. In addition to the Pharisees, Sadducees, and Essenes, this philosophy is founded by Judas the Galilean or ""of Gaulanitis"" (see also Acts 5:37) and a certain Pharisee named Saddok. This philosophy attracted a great many people, some of whom were young and ""zealous"" (Ant. 18.1). Other characteristics that Josephus ascribes to Judas' movement include a close affiliation with the philosophy of the Pharisees, an interest in freedom, and a belief that only God should be their ruler. 

Elsewhere, early Christian literature refers to a disciple of Jesus with the titular Simon ""the Zealot"" (Luke 6:15; Acts 1:13); however, it is unclear if this terms refers to a religious group, a character trait of Simon (e.g., one who possesses zeal), or a geographical references (Matt 10:4; Mark 3:18). 

The Sicarii are traditionally understood as a more radical and violent subset of the Zealots led by the descendent of Judas, Eleazar (Josephus calls them a ""another sort of robbers"" in War 2.13); however, our sources are not always clear and some have advocated that the two groups be viewed as distinct from each other. The Greek term sikarios is a Latin loan word, meaning assassin, originating in Josephus (War 7.8-11; Ant. 20.9) with a lone reference in the book of Acts (21:38). It appears that the term derives from their weapon of choice, short daggers (see scimitar or sica). According to Josephus, the Sicarii assassinate Jonathan the High Priest and continue on from there to preform ""many"" other ""daily"" murders. The Sicarii are traditionally associated with Masada because of our account in Josephus: they are described as holding the fortress at Masada against the Romans (7.8.2), eventually committing mass suicide at the behest of Eleazar ben Yair; an event that some have described as Josephus' own literary invention. A wealth of archaeological discoveries have been made at Masada, which has lead some to corroborate Josephus' stories with material data (Yadin, Masada [1966]); however, such literal connections have been rightly questioned (see Jodi Magness, Masada: From Jewish Revolt to Modern Myth [2019]).

One of the challenges in differentiating these groups is the range of terms used in our sources including ""robbers"" (Greek: lēstai), ""sicarii""  (Latin: sicarius), ""Galileans"" (see Acts 5:37; Epictetus, Diss. 4.7.6), the ""Barjone"" in rabbinic texts, and the Zealots. Especially outside of Josephus in later rabbinic writings (e.g., Maksh 1.6), these terms appear to take on different meanings. For example, the term Zealot itself has come under scrutiny because the etymology of the semitic term ""zeal"" (qn') possesses a range of meaning outside of Josephus, including one who is zealous for God. With that said, some scholars insist that distinctions are necessary and important, especially considering the more violent descriptions of the Sicarii. Richard Horsley has characterized the Zealots as a group of ""non-violent, if active, resistance"" in stark contrast to the Sicarii (Bandits, Prophets, and Messiahs, 199). In one passage, Josephus appears to make a clear distinction between the Sicarii and Zealots (esp. War 7.8). Nonetheless, our source material is limited in that Josephus is both inconsistent and also shows contempt for both groups.",0,74,485,771,M. John-Patrick OConnor,2020-07-31 19:12:51.230 +0200,2020-08-04 13:53:13.250 +0200,Database of Religious History (DRH)
928,The Ghost Dance Movement and the Lakota Sioux,43,Religious Group (v6),"The Ghost Dance was a new religious movement founded by a Pauite Indian named Jack Wilson. After experiencing a spiritual vision of a heavenly realm during a solar eclipse on New Years Day of 1889, Wilson began to travel and preach a message of universal love and nonviolence to Indians across the present-day Western United States. Wilson was a spiritual leader among the Northern Paiute (a people who inhabited present-day Nevada) and commonly referred to as ""Wovoka."" This entry focuses on the practice and religion of the Ghost Dance, but especially on how Wovoka's movement took hold among the Lakota Sioux near the turn of the 20th century. Most historians accept that the persistent practice of the Ghost Dance by the Lakota as one of the most significant factors which lead the US military to attack and murder hundreds of non-combatant Lakota people at Wounded Knee Creek in South Dakota in the late December of 1890. This event, until relatively recently, was known as the ""Battle of Wounded Knee."" However, there has been a push in the field to call it what it was: The Wounded Knee Massacre.

The Ghost Dance itself consists of a traditional circle dance, where many of the participants fell into ecstatic trances and chants. While the ecstatic states and mix-gendered dancing that the ritual entailed grated puritan sensibilities, what made the ceremony threatening to US citizens and military leaders was the ideology and beliefs that lay at the foundations of the dance. Wovoka, as did many spiritual leaders before him of the Paiute, prophesied the return of the dead and the overturning of the current hegemonic [white] order. When the dead returned, they would expel the whites from the land, and traditional indigenous ways of life would return. Death and sickness would cease to exist, and all would reunite with their beloved dead. The Ghost Dance ritual itself was performed to hasten this return of the dead and the overthrowing of oppressive white settlers. Lakota Sioux especially emphasized the upheaval and transformation of the current order in their practice of the religion. Thus, it is easy to see why the method was disconcerting to white onlookers. 

However, critical to the coming of the dead was the strict adherence to a Christian-like moral code and an unwavering commitment to nonviolence. Wovoka forbade war between tribes and between Indians and the white man. He preached, especially against the practice of rituals which required self-mutilation, warned against lying and stealing, and encouraged all indigenous followers of his Ghost Dance Religion to work hard and earn money through the established systems of the emerging industrial economy. Therefore, while the Ghost Dance Religion was indeed apocalyptic, most scholars believe it primarily functioned to integrate indigenous people into modern society for the sake of Native survival. The thought goes that Wovoka was trying to ensure indigenous flourishing while providing something like a societal pressure valve and release through the apocalyptic hope and practice of the Ghost Dance.",1860,1910,1075,732,James Waters,2020-08-01 01:52:38.301 +0200,2020-08-05 22:42:23.964 +0200,Database of Religious History (DRH)
929,Drikung Kagyu,43,Religious Group (v6),"The Drikung Kagyu school of Tibetan Buddhism is a subsect of the Kagyu school, whose main teachings were passed from Mahasiddha Tilopa (988-1069) to his disciple Mahasiddha Naropa (1016-1100), and from Naropa to the Tibetan master Marpa (1012-1097), who brought the teachings to Tibet. Marpa’s principle student was Jetsun Milarepa (approximately 1040-1123), who passed on the teachings to his students, including Gampopa (1079-1153) from whom the Karma Kagyu, Tselpa Kagyu, Barom Kagyu and Phagdru Kagyu sects were founded. Gampopa’s student Phagmo Drupa (1110-1170) was the teacher of the founder of the Drikung Kagyu sect, Jigten Sumgon (1143-1217). Jigten Sumgon was the grandson of Achi Chokyi Dolma, a great female practitioner who would later come to be a protective deity of the Drikung Kagyu. Jigten Sumgon founded the monastery of Drikung Thil in Central Tibet, which would come to be the center of religious activity for the Drikung Kagyu. The main teachings of the Drikung Kagyu are the Six Yogas/Dharmas of Naropa, the Jewel Ornament to Liberation of Gampopa, the Fivefold Mahamudra (thus named by Phagmo Drupa), the Gongchik of Jigten Sumgon, as well as the biographies and devotional songs of the great Drikung masters (most prominently the 100,000 songs of Milarepa). Up until the 17th century, power was primarily passed hereditarily within the Kyura clan. The Kyura lineage ended with the brothers Gyalwang Konchog Rinchen (1590–1654) and Kunkhyen Rigzin Chödrak (1595–1659). They were recognized as the 1st Chetsang (older brother) and 1st Chungtsang (younger brother). Both of these positions have passed through reincarnation up until present day. They are now held by Chungtsang Rinpoche Tenzin Chokyi Nangwa (b. 1942), who lives in Tibet, and Chetsang Rinpoche Konchog Tenzin Kunsang Trinley Lhundrup (b. 1946), who lives in India. Although the seat of the Drikung Kagyu is located in Central Tibet, Drikung Kagyu monasteries, retreat centers and dharma organizations have been established all over the world. The Drikung Kagyu enjoy significant influence in the Nangchen region of Kham, as well as in Ladakh and Dehradun (the site of the Drikung Kagyu seat in exile) in India. There are also significant centers in Taiwan, Nepal, Bhutan, the US, Canada, throughout Europe and growing communities in South America and Africa.",1143,2020,1076,741,Kati Fitzgerald,2020-08-01 17:16:56.901 +0200,2020-08-15 06:09:00.167 +0200,Database of Religious History (DRH)
931,The Society of Jesus (Jesuits) in Britain,43,Religious Group (v6),"The Jesuits are a Catholic missionary order that follows the tradition of St Ignatius of Loyola, the first Superior General of the Jesuits in 1541. The Jesuits are the largest Catholic order of men in the world, and their headquarters are in Rome, close to the Vatican. Pope Francis is the first Jesuit Pope. 

The Society of Jesus in Britain, commonly known as the Jesuits, came to Britain during a mission from Italy in 1580. Jesuits are neither monks nor friars but 'clerks regular'. They take vows of poverty, chastity, and obedience and live in community. Most are priests, but there have always been Jesuit brothers who assist the Society's mission without ordination. Many Jesuit priests also take a fourth vow, unique to the Society of Jesus, of special obedience to the Pope with regard to missions. Jesuit historiography in Britain can is typically organized by Jesuit activity pre and post suppression with regards to The Reformation in Europe. A significant aspect of the history of the English Jesuits after their restoration was their missionary outreach. New missionary endeavors by the English Province of Jesuits included began in 1837–94, and the English Province of Jesuits still maintains a mission in Guyana. The Jesuits first came to Guyana in 1857. Since then, we have been serving the Catholic Church & people in all parts of this beautiful, remote, and oft-forgotten South American country. Today, the public perception of Jesuits in the modern period is still shaped by notable preachers, popular writers, and engaging personalities.",1580,2020,1078,808,Katherine Ajibade,2020-08-01 23:41:55.917 +0200,2020-08-15 17:37:00.311 +0200,Database of Religious History (DRH)
933,Marcionites,43,Religious Group (v6),"Marcionism was a branch of early Christian thought often deemed ""gnostic"" or heretical by detractors like Tertullian of Carthage. It is often associated with Marcion of Pontus, a second-century Christian preacher that came to Rome around 144 CE. Marcion is best remembered for his belief that Jesus was the Savior, but was sent by a God other than the one known to readers of Jewish Scripture. Instead of representing the God of Israel, Marcion believed that Jesus’s God was not the God that created the universe, but was a deity that was not known among humans until Jesus’s arrival.

Marcion is best known for his compilation of Christian texts. Marcion read the Gospel of Luke and ten of Paul’s letters, and some scholars have suggested that Marcion’s use of these eleven texts constituted one of our earliest Christian canons. Paul, as apostle to the Gentiles, was understood by Marcion to be one of the few early Christians who understood that Jesus preached a different God than the God of Israel. However, it is unclear of Marcion himself initiated the collection of Paul’s letters that he used, or utilized a collection already in use. The same goes for Marcion’s use of the Gospel of Luke. Some heresiologists argued that Marcion mutilated the Gospel text by removing particular scenes, such as the birth narrative of Jesus. However, it seems likely that Marcion used a version of Luke’s gospel already in circulation.

Early heresiologists like Justin, Tertullian, and Epiphanius preserve much of our information about Marcion and Marcionite Christians. However, their work is tinged with polemic and likely does not represent Marcion’s own thought, but rather what other Christians feared about Marcionite treatments of God, Christ, and scripture. They accuse Marcion of extreme asceticism and for treating Jesus as a human upon whom Christ descended, as well as that he divorces Jesus’s teaching from any continuity with Jewish scriptures.",144,1000,1080,754,Chance Bonar,2020-08-02 18:11:17.199 +0200,2020-08-02 18:11:17.199 +0200,Database of Religious History (DRH)
